id,name,type,acidity,fizziness,intensity,sweetness,tannin,flavor1,flavor2,flavor3,flavor4,flavor5,average_rating,price_amount,price_currency,review_count,food_ids,food_names
1145410,Saint-Émilion Grand Cru,Saint-Émilion,3.3938155,,4.111621,1.6046659,3.5352943,oak,leather,vanilla,earthy,tobacco,4,45.64536729161839,USD,6547,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
79269,Pauillac (Grand Cru Classé),Pauillac,4.215315,,4.2216835,1.5280485,4.2555275,oak,leather,tobacco,blackcurrant,cassis,4.1,65.20766755945485,USD,18814,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
14513,Saint-Emilion Grand Cru (Premier Grand Cru Classé),Saint-Émilion,3.303439,,4.2729764,2.0111737,3.5089161,blackberry,vanilla,oak,plum,earthy,4.4,293.4345040175468,USD,2205,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1627871,Old Vine Shiraz,Shiraz,3.0716906,,4.769496,2.286571,3.2473052,blackberry,oak,plum,vanilla,pepper,4.1,70.09695683620589,USD,1609,4; 8,Beef; Lamb
1171208,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion,3.385677,,4.3145437,1.7757407,3.5810647,cassis,oak,plum,chocolate,black fruit,4.2,130.4153351189097,USD,1332,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1227645,Vosne-Romanée Premier Cru 'Les Chaumes',Côte de Nuits Red,4.148591,,3.1256309,1.8745207,2.6977236,cherry,earthy,oak,minerals,raspberry,4.2,645.5559088386029,USD,993,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
93611,Sauternes,Sauternes,4.25599,,4.514483,4.8054433,,honey,apricot,peach,caramel,marmalade,4,52.16613404756387,USD,3526,37; 38,Fruity desserts; Blue cheese
3075701,Vosne-Romanée Les Barreaux,Côte de Nuits Red,4.1567774,,3.3221097,1.4260134,2.781844,cherry,red fruit,oak,dark fruit,violet,4.2,78.24920107134581,USD,357,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
87967,Gewürztraminer Alsace Grand Cru Brand,Gewürztraminer,2.070682,,3.8751035,3.5730207,,lychee,honey,mango,peach,tropical,4,57.35205559325936,USD,461,10; 12; 15; 20; 35,"Pork; Rich fish (salmon, tuna etc); Spicy food; Poultry; Mild and soft cheese"
1130233,Beckstoffer Vineyard X Cabernet Sauvignon,Cabernet Sauvignon,3.5038152,,4.6830635,1.4712718,3.6997688,chocolate,plum,black cherry,prune,cream,4.3,116.29722384188703,USD,79,4; 8; 11; 17; 20,"Beef; Lamb; Game (deer, venison); Mature and hard cheese; Poultry"
63914,Alte Reben Spätburgunder,Spätburgunder,4.3524094,,1.5544903,1.6708112,2.2992039,raspberry,oak,strawberry,vanilla,cherry,4.1,60.53828090399599,USD,1971,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
88392,Graf Noir,Red,3.1071153,,3.8307693,1.9881926,3.1082692,plum,dark fruit,oak,tobacco,fig,4.3,158.67402047468423,USD,75,4; 5; 8; 11,"Beef; Pasta; Lamb; Game (deer, venison)"
79266,Moulis-en-Médoc,Moulis-en-Médoc,4.099249,,4.105251,1.6132534,4.184656,leather,oak,blackberry,blackcurrant,cassis,4,58.68690080350936,USD,32982,4; 8; 11,"Beef; Lamb; Game (deer, venison)"
2181338,Amarone della Valpolicella,Amarone,2.6346784,,4.543275,3.2134795,2.2400293,oak,cherry,pepper,tobacco,blackberry,4.3,32.603833779727424,USD,296,4; 8; 11; 38,"Beef; Lamb; Game (deer, venison); Blue cheese"
1187263,Saint-Émilion Grand Cru,Saint-Émilion,3.3776944,,4.287443,1.481869,3.3375428,oak,leather,vanilla,chocolate,blackcurrant,4.2,65.20766755945485,USD,1984,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
3907329,Château Prieuré La Marzelle Saint-Émilion Grand Cru,Saint-Émilion,3.3421953,,4.331734,1.5833699,3.4089353,oak,red fruit,cherry,tobacco,blackberry,4.1,60.53828090399599,USD,1141,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
5402773,Pym-Rae Red Blend,Bordeaux Blend,3.926857,,4.8984823,1.4682564,3.6290743,plum,blackberry,oak,dark fruit,cigar,4.5,339.0798713091652,USD,335,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
16431,Barolo Vigneto Cannubi,Barolo,4.526903,,3.6842692,1.7638519,4.37056,strawberry,leather,tobacco,tar,cherry,4.3,384.7252386007836,USD,1227,4; 5; 8; 11,"Beef; Pasta; Lamb; Game (deer, venison)"
1255726,Sauternes,Sauternes,4.4961348,,4.6037903,4.9206986,,honey,apricot,citrus,peach,pineapple,4.2,89.21430870062566,USD,417,37; 38,Fruity desserts; Blue cheese
23505,Doix,Priorat Red,3.452531,,4.5787244,1.8727552,3.3098476,oak,blackberry,leather,cherry,plum,4.4,97.81150133918226,USD,2433,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
4896036,Traveller's Riesling,Riesling,3.8557897,,2.8736842,2.3189476,,citrus,honey,minerals,lemon,stone,4.3,60.50641865088863,USD,55,10; 13; 15; 20; 41,Pork; Shellfish; Spicy food; Poultry; Cured Meat
2634230,Collection Corneille Brut Champagne,Champagne,4.037251,3.8974123,4.010027,,,honey,butter,caramel,coffee,nutty,4.2,345.6006380651107,USD,68,10; 12; 13; 35,"Pork; Rich fish (salmon, tuna etc); Shellfish; Mild and soft cheese"
100535,Sauternes,Sauternes,4.333731,,4.6929536,4.9006395,,honey,apricot,peach,caramel,marmalade,4.2,110.85303485107323,USD,4279,37; 38,Fruity desserts; Blue cheese
66224,Darmagi Langhe,Red,2.443492,,4.0037346,2.0666862,3.1418786,cassis,oak,tobacco,leather,blackcurrant,4.5,260.8306702378194,USD,3358,4; 5; 8; 11,"Beef; Pasta; Lamb; Game (deer, venison)"
13759,Clos Apalta,Bordeaux Blend,3.0725746,,4.6977673,1.8083584,3.5416822,oak,blackberry,chocolate,vanilla,plum,4.6,95.58675932209893,USD,24707,4; 5; 9; 20,Beef; Pasta; Veal; Poultry
79939,Montrachet Grand Cru,Côte de Beaune White,3.2617505,,3.873721,2.0330274,,citrus,honey,butter,pineapple,peach,4.7,2869.137372616013,USD,545,5; 12; 13; 35; 41,"Pasta; Rich fish (salmon, tuna etc); Shellfish; Mild and soft cheese; Cured Meat"
2466315,Dark Blossom Syrah,Syrah,3.042442,,4.4818172,2.0131946,3.589352,pepper,oak,blackberry,plum,chocolate,4.7,560.7859410113116,USD,586,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
18555,Pomerol,Pomerol,3.4036899,,4.2232676,1.6574738,3.5519557,oak,leather,plum,chocolate,tobacco,4.2,130.4153351189097,USD,12549,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1202304,Échezeaux Grand Cru 'Les Rouges',Côte de Nuits Red,4.0297613,,3.0380244,1.946073,2.7263272,cherry,oak,raspberry,earthy,strawberry,4.3,867.2619785407494,USD,916,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1867807,Graveyard Vineyard Shiraz,Shiraz,3.0182078,,4.543985,2.0143116,3.0425663,oak,leather,vanilla,plum,pepper,4.3,82.8418580791524,USD,1125,4; 8; 11,"Beef; Lamb; Game (deer, venison)"
1415493,Merlot Unfiltered,Merlot,1.7247263,,3.9226193,2.1710043,2.1558216,oak,vanilla,blackberry,plum,chocolate,4.1,76.46940745767914,USD,1409,4; 8; 9,Beef; Lamb; Veal
2154854,Rabaja Barbaresco,Barbaresco,5,,4.2635713,1,4.6414285,tobacco,oak,chocolate,red fruit,cherry,4.3,73.28318214694251,USD,49,4; 5; 8; 11,"Beef; Pasta; Lamb; Game (deer, venison)"
86686,Scharzhofberger Riesling Spätlese,Riesling,4.653596,,3.0183744,2.617338,,honey,peach,minerals,apricot,citrus,4.4,121.07656180799198,USD,1686,10; 13; 15; 20; 41,Pork; Shellfish; Spicy food; Poultry; Cured Meat
1654868,Puligny-Montrachet Premier Cru 'Les Champs Gains',Côte de Beaune White,3.269833,,3.8576334,1.4957443,,butter,minerals,oak,citrus,lemon,4.3,384.7252386007836,USD,245,5; 12; 13; 35; 41,"Pasta; Rich fish (salmon, tuna etc); Shellfish; Mild and soft cheese; Cured Meat"
79272,Margaux (Grand Cru Classé),Margaux,4.127542,,3.7969913,1.6120522,3.8430722,oak,leather,blackberry,blackcurrant,tobacco,4.1,45.64536729161839,USD,12945,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1972715,Échezeaux Grand Cru,Côte de Nuits Red,4.1664486,,3.069426,1.6560996,2.57,strawberry,cherry,oak,raspberry,smoke,4.4,567.3067077672571,USD,634,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1101442,Pomerol,Pomerol,3.4190438,,4.2265415,1.7490667,3.35951,oak,plum,vanilla,chocolate,leather,4.3,97.81150133918226,USD,2166,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1496099,Vieilles Vignes Châteauneuf-du-Pape,Châteauneuf-du-Pape Red,3.0956228,,4.722149,1.8640527,2.9825246,oak,cherry,pepper,vanilla,plum,4.2,41.4209290395762,USD,919,8; 10; 20,Lamb; Pork; Poultry
96986,Mas Vilella,Tempranillo,2.94029,,4.2869563,1.4414493,3.5549273,oak,vanilla,coffee,tobacco,forest floor,3.9,38.23470372883957,USD,313,4; 8; 9; 20,Beef; Lamb; Veal; Poultry
1997425,Morey-Saint-Denis Tres Girard,Côte de Nuits Red,4.065182,,3.0056882,2.1173985,2.6352427,oak,earthy,minerals,smoke,raspberry,4.4,645.5559088386029,USD,388,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1224962,Cuvée du Pape Jean-Paul II Morey-Saint-Denis 1er Cru,Côte de Nuits Red,3.9406571,,3.1200683,1.7331372,2.751549,cherry,earthy,red fruit,vanilla,raspberry,4.2,97.81150133918226,USD,657,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
2042,Director's Cut Shiraz,Shiraz,2.997222,,4.7769976,2.0132248,3.140539,oak,blackberry,vanilla,plum,pepper,4.1,43.01404169494452,USD,7013,4; 8; 11,"Beef; Lamb; Game (deer, venison)"
1238744,Bin No 0 Shiraz,Shiraz,3.0096982,,4.5526834,1.835756,3.0527346,oak,plum,leather,blackberry,earthy,4.2,105.14543525430882,USD,1112,4; 8; 11,"Beef; Lamb; Game (deer, venison)"
1377163,Optima Late Harvest Totally Botrytis Affected,N/A,,,,,,apricot,honey,peach,citrus,apple,4.3,57.35205559325936,USD,427,N/A,N/A
16368,Old Vine Grenache,Grenache,3.0695834,,3.9877744,2.5101426,2.9132216,oak,plum,tobacco,vanilla,cherry,4.2,101.95920994357219,USD,734,4; 8; 10; 17; 20; 38,Beef; Lamb; Pork; Mature and hard cheese; Poultry; Blue cheese
73558,Pessac-Léognan,Pessac-Léognan,4.2977633,,4.2211676,1.5026394,4.1791134,oak,tobacco,cherry,blackberry,cedar,3.8,32.603833779727424,USD,8209,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1379887,Pessac-Léognan,Pessac-Léognan,4.175504,,4.22569,1.7256861,4.2628174,oak,tobacco,leather,blackberry,blackcurrant,4.2,110.85303485107323,USD,6322,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1214060,Meursault-Poruzot Premier Cru,Côte de Beaune White,3.1868756,,3.8487062,1.5343856,,butter,oak,citrus,minerals,vanilla,4.3,127.16034080437161,USD,503,5; 12; 13; 35; 41,"Pasta; Rich fish (salmon, tuna etc); Shellfish; Mild and soft cheese; Cured Meat"
1657702,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion,3.3290963,,4.285469,1.6041981,3.5635405,oak,tobacco,plum,leather,chocolate,4,39.124600535672904,USD,3088,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
2413194,Late Harvest Cuvée,N/A,,,,,,honey,peach,raisin,apricot,apple,4.2,41.4209290395762,USD,604,N/A,N/A
88835,Viña Lanciano Reserva,Rioja Red,3.7087142,,3.8457549,1.8218927,3.719892,oak,vanilla,leather,cherry,chocolate,4,61.65345976275381,USD,4877,4; 8; 9; 20,Beef; Lamb; Veal; Poultry
8345,Alexis Cabernet Sauvignon,Cabernet Sauvignon,3.4021063,,4.815288,1.5231436,3.293659,oak,blackberry,plum,vanilla,leather,4.2,127.44901242946524,USD,1136,4; 8; 11; 17; 20,"Beef; Lamb; Game (deer, venison); Mature and hard cheese; Poultry"
69314,Zédé de Labégorce (Domaine Zédé),Margaux,4.2304716,,3.795657,1.344179,3.9765942,oak,blackberry,leather,vanilla,tobacco,4.1,32.603833779727424,USD,2783,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
7576509,Nierstein Hipping Riesling Kabinett,Riesling,4.129942,,2.235872,2.6212792,,pineapple,tropical,mango,pear,lemon,4.3,489.05750669591134,USD,30,10; 13; 15; 20; 41,Pork; Shellfish; Spicy food; Poultry; Cured Meat
5052142,Limited Edition Cabernet Sauvignon,Cabernet Sauvignon,3.0296774,,4.5,1,3.4474194,black plum,,,,,4.3,70.09695683620589,USD,30,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1182334,Lacoste Borie Pauillac,Pauillac,4.1818213,,4.190953,1.5430537,4.1401505,oak,leather,blackberry,tobacco,blackcurrant,4,65.20766755945485,USD,11255,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
85935,Pomerol,Pomerol,3.480276,,4.1987834,1.5853419,3.4209805,oak,leather,tobacco,plum,blackberry,4.2,29.348839465189343,USD,4341,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
96483,Quelen Special Selection,Bordeaux Blend,2.9692364,,4.5042057,1.9755986,3.3895476,eucalyptus,oak,tobacco,mint,vanilla,4.3,50.979604971786095,USD,2622,4; 5; 9; 20,Beef; Pasta; Veal; Poultry
82289,Riesling Alsace Grand Cru Vendange Tardive Brand,Riesling,4.365907,,3.1919882,3.0493052,,honey,apricot,citrus,apple,caramel,4.3,84.7699678272913,USD,231,10; 12; 15; 19; 41,"Pork; Rich fish (salmon, tuna etc); Spicy food; Vegetarian; Cured Meat"
1150378,Saxa Calida Rosso,Red,3.1483917,,3.6056476,2.101568,2.9945252,blackberry,cassis,coffee,graphite,blackcurrant,4.4,42.39037297708031,USD,788,4; 8; 9; 20; 41,Beef; Lamb; Veal; Poultry; Cured Meat
1487821,Volnay 1er Cru 'Taillepieds',Côte de Beaune Red,3.9910483,,2.7799356,1.4791452,2.502105,cherry,earthy,raspberry,minerals,leather,4.2,254.30990348187387,USD,589,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1129619,Brut (Réserve) Champagne,Champagne,4.250197,4.2801895,3.7302024,,,citrus,brioche,green apple,apple,toast,4.2,68.039627849405,USD,50306,10; 12; 13; 35,"Pork; Rich fish (salmon, tuna etc); Shellfish; Mild and soft cheese"
15615,Brut Réserve Champagne,Champagne,4.2202563,4.260244,3.7802372,,,citrus,brioche,apple,green apple,pear,4.2,45.64536729161839,USD,31288,10; 12; 13; 35,"Pork; Rich fish (salmon, tuna etc); Shellfish; Mild and soft cheese"
18017,Châteauneuf-du-Pape,Châteauneuf-du-Pape Red,3.079481,,4.6549244,1.557196,2.876698,leather,oak,cherry,plum,blackberry,4.2,84.7699678272913,USD,14786,8; 10; 20,Lamb; Pork; Poultry
1190838,Bandol Rouge,Red,3.1503322,,3.908544,1.9485428,3.6940536,leather,earthy,blackberry,black fruit,pepper,4.2,97.81150133918226,USD,9476,4; 8; 11; 34,"Beef; Lamb; Game (deer, venison); Mushrooms"
18978,Sauvignon Blanc,Sauvignon Blanc,4.442668,,2.599798,1.3397086,,citrus,grapefruit,lime,grass,tropical,4.2,40.465061446355215,USD,77247,13; 19; 39,Shellfish; Vegetarian; Goat cheese
89624,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion,3.3812811,,4.2861996,1.597206,3.575677,oak,blackberry,plum,tobacco,leather,4.2,58.68690080350936,USD,8058,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1197021,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion,3.350948,,4.2323194,1.6639729,3.516387,oak,leather,tobacco,plum,blackberry,4.2,97.81150133918226,USD,7359,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1125487,Tenuta Valleselle Arnasi Pinot Grigio,Pinot Grigio,2.8409607,,2.8611038,1.9772958,,peach,melon,pear,citrus,lime,4.2,38.23470372883957,USD,6965,13; 19; 34; 40,Shellfish; Vegetarian; Mushrooms; Aperitif
1190066,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion,3.3939881,,4.2810526,1.5217652,3.5007064,oak,leather,blackberry,earthy,plum,4.2,45.64536729161839,USD,6417,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
11170,Lafóa Sauvignon,White,3.3889313,,3.8713331,2.2231982,,citrus,grass,peach,minerals,lemon,4.2,101.95920994357219,USD,6376,5; 13; 17; 28; 41,Pasta; Shellfish; Mature and hard cheese; Lean fish; Cured Meat
1166077,Cabernet Sauvignon,Cabernet Sauvignon,3.4005663,,4.717321,1.6473546,3.382009,oak,vanilla,plum,cherry,blackberry,4.1,61.17552596614332,USD,37546,4; 8; 11; 17; 20,"Beef; Lamb; Game (deer, venison); Mature and hard cheese; Poultry"
1100006,Pomerol,Pomerol,3.3947558,,4.21053,1.607181,3.5579567,oak,leather,vanilla,plum,blackberry,4.2,84.7699678272913,USD,6314,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
82395,Barbaresco Martinenga,Barbaresco,4.638785,,3.7224543,1.4757156,4.0728755,cherry,leather,oak,earthy,tobacco,4.2,143.45686863080064,USD,6228,4; 5; 8; 11,"Beef; Pasta; Lamb; Game (deer, venison)"
1099316,Pomerol,Pomerol,3.3719625,,4.231604,1.6686637,3.3839717,oak,plum,leather,earthy,vanilla,4.2,52.16613404756387,USD,5869,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1190733,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion,3.3729157,,4.2502484,1.5182654,3.5324397,oak,blackberry,leather,plum,vanilla,4.2,71.72843431540032,USD,4455,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
6367,Cortina Zinfandel,Zinfandel,2.056075,,4.7499,2.3676233,2.548712,cherry,pepper,blackberry,plum,raspberry,4.2,55.75894293789104,USD,4002,4; 8; 20,Beef; Lamb; Poultry
83357,Napa Valley Cabernet Sauvignon,Cabernet Sauvignon,3.4282537,,4.7922215,1.6780932,3.4956331,oak,vanilla,blackberry,cherry,tobacco,4.1,70.09695683620589,USD,32431,4; 8; 11; 17; 20,"Beef; Lamb; Game (deer, venison); Mature and hard cheese; Poultry"
1215346,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion,3.3743489,,4.242887,1.6676617,3.4101987,plum,oak,tobacco,leather,blackberry,4.2,65.20766755945485,USD,3467,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
6368,Home Ranch Zinfandel,Zinfandel,1.8342104,,4.732417,2.4196286,2.4092002,blackberry,vanilla,dark fruit,oak,cherry,4.2,55.75894293789104,USD,3219,4; 8; 20,Beef; Lamb; Poultry
1259148,Sfursat di Valtellina,Nebbiolo,4.312724,,3.959109,1.6705135,4.0678797,leather,oak,tobacco,cherry,raisin,4.2,83.63841440683656,USD,2919,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1111525,Pomerol,Pomerol,3.3688288,,4.1181073,1.5600764,3.5064616,plum,leather,blackberry,oak,chocolate,4.2,58.68690080350936,USD,2444,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
3089,Cabernet Sauvignon,Cabernet Sauvignon,3.4164374,,4.8101006,1.581851,3.446861,oak,blackberry,cherry,vanilla,plum,4.2,57.35205559325936,USD,2274,4; 8; 11; 17; 20,"Beef; Lamb; Game (deer, venison); Mature and hard cheese; Poultry"
1164944,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion,3.298503,,4.249305,1.6663609,3.3939757,leather,tobacco,blackberry,oak,cherry,4.2,97.81150133918226,USD,2181,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
2699,San Clemente Montepulciano d'Abruzzo  Terre di Casauria Riserva,Montepulciano d'Abruzzo,3.8829207,,3.0920603,1.682048,2.9691453,oak,licorice,tobacco,blackberry,plum,4.2,79.65563276841577,USD,2176,4; 5; 9; 10,Beef; Pasta; Veal; Pork
1242145,Brunello di Montalcino,Brunello,3.8495378,,3.2264903,1.5706707,3.5242958,leather,cherry,oak,tobacco,earthy,4.2,66.91073152546926,USD,22631,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1149571,Tettineive Barbaresco,Barbaresco,4.763092,,3.7036202,1.3235146,3.9998395,leather,cherry,tobacco,red fruit,earthy,4.2,117.37380160701872,USD,2124,4; 5; 8; 11,"Beef; Pasta; Lamb; Game (deer, venison)"
1180439,Otima 20 Year Old Tawny Port,Tawny Port,3.0892417,,4.271938,4.291769,,caramel,raisin,vanilla,nutty,walnut,4.2,95.58675932209893,USD,1997,16; 17; 38,Sweet desserts; Mature and hard cheese; Blue cheese
2069066,Father Grand Tawny (10 Year Old),N/A,,,,,,raisin,caramel,toffee,oak,prune,4.2,65.31761887010094,USD,1968,N/A,N/A
1654642,Poggio alle Mura Brunello di Montalcino Riserva,Brunello,3.8593965,,3.567879,1.737287,3.6803327,oak,tobacco,plum,leather,black fruit,4.2,223.03577175156417,USD,1848,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
78405,Petite Sirah,Petite Sirah,3.4736807,,4.463558,1.5808965,4.3220897,blackberry,oak,plum,dark fruit,vanilla,4.2,73.28318214694251,USD,24508,4; 8; 11,"Beef; Lamb; Game (deer, venison)"
10004,Cabernet Sauvignon,Cabernet Sauvignon,3.382417,,4.6943903,1.5300659,3.3241274,oak,blackberry,vanilla,leather,cherry,4.3,89.21430870062566,USD,18547,4; 8; 11; 17; 20,"Beef; Lamb; Game (deer, venison); Mature and hard cheese; Poultry"
1100039,Cuvée Emilie Hermitage Rouge,Hermitage,3.4880135,,4.6821036,1.7887834,4.1054673,leather,pepper,blackberry,vanilla,oak,4.2,88.0357402686987,USD,1731,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1154913,Pessac-Léognan (Grand Cru Classé de Graves),Pessac-Léognan,4.264715,,4.1529408,1.6234815,4.2667212,oak,leather,tobacco,vanilla,blackcurrant,4.2,55.43190648897128,USD,25353,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
736114,Margaux (Grand Cru Classé),Margaux,4.15805,,3.7775319,1.5546118,3.80243,leather,oak,blackberry,tobacco,earthy,4.2,68.47344000086225,USD,22452,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1109297,Latricières-Chambertin Grand Cru,Côte de Nuits Red,4.1016545,,3.0450969,1.6374543,2.7659087,cherry,leather,red fruit,minerals,mushroom,4.2,476.01597318402037,USD,1359,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1559364,Pinot Gris Alsace Clos Windsbuhl,Pinot Gris,2.767425,,3.1355186,2.5271978,,honey,apricot,peach,tropical,apple,4.2,58.68690080350936,USD,1276,10; 15; 34; 41,Pork; Spicy food; Mushrooms; Cured Meat
16566,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion,3.4674127,,4.2549095,1.5137575,3.6704571,oak,plum,leather,tobacco,blackberry,4,79.65563276841577,USD,10587,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1254019,Cabernet Sauvignon,Cabernet Sauvignon,2.8984413,,3.8518538,1.861385,3.3343484,oak,chocolate,blackberry,cherry,pepper,4.2,53.528585220375405,USD,12171,4; 8; 20,Beef; Lamb; Poultry
1101197,Clos de la Vieille Eglise Pomerol,Pomerol,3.297502,,4.2255735,1.6719373,3.5326211,plum,oak,black cherry,cherry,blackcurrant,4.2,63.72450621473262,USD,1148,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1191238,Pomerol,Pomerol,3.4195013,,4.170712,1.4702991,3.449986,oak,leather,chocolate,dark fruit,vanilla,4.2,52.16613404756387,USD,1095,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
1734624,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion,3.2419019,,4.256677,1.5886592,3.5472863,plum,blackberry,oak,leather,tobacco,4.2,65.20766755945485,USD,1072,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
2887,Solengo,Red,3.0846832,,3.5314941,1.7263879,3.0867043,oak,leather,tobacco,blackberry,vanilla,4.3,93.99364666673061,USD,10006,4; 8; 9; 20; 41,Beef; Lamb; Veal; Poultry; Cured Meat
2309765,Mount Richmond Pinot Noir,Pinot Noir,3.9147298,,2.3936825,1.601911,2.2497773,cherry,oak,raspberry,black cherry,red fruit,4.2,66.24162421021455,USD,973,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1127697,La Villa Barolo,Barolo,4.5779366,,3.8644605,1.6999038,4.1225963,leather,cherry,mushroom,tar,oak,4.2,97.81150133918226,USD,956,4; 5; 8; 11,"Beef; Pasta; Lamb; Game (deer, venison)"
1128390,Estate Grown Merlot,Merlot,1.7199608,,4.0319767,2.1027567,2.1790764,cherry,plum,oak,vanilla,cedar,4.2,137.00768836167515,USD,936,4; 8; 9,Beef; Lamb; Veal
1209688,Malvasia Salina Capofaro,White,2.648643,,3.8264313,3.3823788,,honey,peach,apricot,citrus,apple,4.2,71.69006949157419,USD,840,13; 19; 27,Shellfish; Vegetarian; Appetizers and snacks
1172215,Moscato d'Asti,Moscato d'Asti,2.6949115,1.0870681,2.5118601,,,peach,honey,pear,apple,apricot,4.2,25.489802485893048,USD,8426,37; 40,Fruity desserts; Aperitif
87855,Corton Grand Cru,Côte de Beaune Red,3.7838297,,2.7699387,1.4683115,2.3036344,cherry,mushroom,strawberry,leather,raspberry,4.2,110.85303485107323,USD,711,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1098874,Chambolle-Musigny La Combe d'Orveau,Côte de Nuits Red,4.2292843,,2.7321732,1.648164,2.589995,raspberry,cherry,leather,red cherry,strawberry,4.2,97.81150133918226,USD,709,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1589290,Gran Lurton Grande Reserve Cabernet Sauvignon,Cabernet Sauvignon,3.0824838,,3.840066,1.4009012,3.381868,cassis,vanilla,dark fruit,blackberry,licorice,4.2,38.23470372883957,USD,657,4; 8; 20,Beef; Lamb; Poultry
1108616,Chambertin Grand Cru,Côte de Nuits Red,4.2054825,,2.9748394,2.092629,2.6302338,cherry,strawberry,red fruit,earthy,smoke,4.2,515.1405737196933,USD,650,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
85058,Chapelle-Chambertin Grand Cru,Côte de Nuits Red,4.236961,,3.1157334,1.4555446,2.8994713,leather,earthy,strawberry,oak,raspberry,4.2,423.84983913645647,USD,648,4; 9; 11; 20,"Beef; Veal; Game (deer, venison); Poultry"
1700690,Saint-Estèphe (Grand Cru Classé),Saint-Estèphe,4.097917,,4.2600837,1.5726997,4.1808705,leather,oak,blackcurrant,blackberry,tobacco,4.1,91.29073458323678,USD,21382,4; 8; 11; 20,"Beef; Lamb; Game (deer, venison); Poultry"
